OBJECTID,USRN,ROADDESC,DOMAIN_,WARD,LOCALITY,IDCODE,TYPEDESC,LOCATION,CONDITION,MATERIALLA,HEIGHT,MANUFACTUR,CROSSSECTI,MATERIAL,CATTYPE,MODEL,COLOUR,NBOFLANTER,X,Y,NUMPOINTS
"3769","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-23,SL - Street Lighting,Junction with beckett close,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529736.503299999982119,172676.857599999988452,0
"3770","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-24,SL - Street Lighting,Junction with hoadly rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529711.286899999948218,172697.147999999986496,0
"3771","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-25,SL - Street Lighting,Outside 72,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529682.903900000033900,172709.228400000021793,0
"3772","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-26,SL - Street Lighting,Outside 97,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529652.761500000022352,172712.512399999977788,0
"3773","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-27,SL - Street Lighting,Junction with abbotswood rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529628.131599999964237,172732.568200000008801,0
"3774","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-28,SL - Street Lighting,Junction with mortimer close,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529596.816299999947660,172736.321300000010524,0
"3775","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-29,SL - Street Lighting,Junction with mortimer close,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529575.474500000011176,172743.284500000008848,0
"3776","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-30,SL - Street Lighting,Outside 111,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529554.241700000013225,172752.389399999985471,0
"3777","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-8,SL - Street Lighting,Outside 39,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530118.150200000032783,172692.573800000041956,0
"3778","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-9,SL - Street Lighting,Outside 49,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530091.643700000015087,172699.611000000033528,0
"3779","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-FP01,FP - Pillar,Outside 29-31,NULL,FEEDER PILLAR SMALL,,NULL,NULL,NULL,NULL,NULL,NULL,"0",530139.832000000053085,172687.412699999986216,0
"3780","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-SP01,SB - External Lit Sign,Adjacent/near,1 - Good,(CO1) Widebase Tubular Steel,"4",CORUS - Need more detail,TN - Tubular Standard,S1 - Steel,WB - Widebase,NULL,NULL,"2",530137.938199999975041,172687.871600000013132,0
"3781","21900476",DREWSTEAD ROAD,LB - Lambeth,L1 - St. Leonard's,,C0476-SP02,SB - External Lit Sign,Adjacent/near,1 - Good,(CO1) Widebase Tubular Steel,"4",CORUS - Need more detail,TN - Tubular Standard,S1 - Steel,WB - Widebase,NULL,NULL,"2",530140.395699999993667,172691.652300000016112,0
"3782","21903404",DRYDEN CLOSE,LB - Lambeth,L1 - Clapham Common,,C1069-05,SL - Street Lighting,Outside 61,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",529838.257499999948777,174893.966600000014296,0
"3783","21900478",DUCHY STREET,LB - Lambeth,L1 - Bishop's,,C0478-01,SL - Street Lighting,Outside nautical sch,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531356.293999999994412,180321.460599999991246,0
"3784","21900478",DUCHY STREET,LB - Lambeth,L1 - Bishop's,,C0478-02,SL - Street Lighting,Outside nautical sch,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531361.521199999959208,180297.415700000012293,0
"3785","21900478",DUCHY STREET,LB - Lambeth,L1 - Bishop's,,C0478-03,SL - Street Lighting,Opposite aquinas str,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531382.560399999958463,180283.955799999996088,0
"3786","21900479",DUCIE STREET,LB - Lambeth,L1 - Ferndale,,C0479-01,SL - Street Lighting,Junction with ferndale rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530497.064200000022538,175416.972600000008242,0
"3787","21900479",DUCIE STREET,LB - Lambeth,L1 - Ferndale,,C0479-2,SL - Street Lighting,Outside 1,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530501.064999999944121,175392.058900000003632,0
"3788","21900479",DUCIE STREET,LB - Lambeth,L1 - Ferndale,,C0479-3,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530504.156399999978021,175360.234800000005635,0
"3789","21900479",DUCIE STREET,LB - Lambeth,L1 - Ferndale,,C0479-4,SL - Street Lighting,Outside 25,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530523.432799999951385,175334.411800000001676,0
"3790","21900479",DUCIE STREET,LB - Lambeth,L1 - Ferndale,,C0479-5,SL - Street Lighting,Outside churc,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530526.706099999952130,175302.223900000040885,0
"3791","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-01,SL - Street Lighting,Junction with brixton water lane,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531374.383799999952316,174630.601499999989755,0
"3792","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-02,SL - Street Lighting,Outside 1,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531390.569000000017695,174631.928100000019185,0
"3793","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-03,SL - Street Lighting,Outside 11,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531411.530299999983981,174613.001099999994040,0
"3794","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-04,SL - Street Lighting,Opposite chaucer rd,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531417.190700000035577,174594.250999999989290,0
"3795","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-05,SL - Street Lighting,Opposite 14,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531437.179000000003725,174589.651899999997113,0
"3796","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-06,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531446.377199999988079,174568.071599999995669,0
"3797","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-07,SL - Street Lighting,Outside 24,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531465.127300000051036,174549.409899999998743,0
"3798","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-08,SL - Street Lighting,Outside 28,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531486.088600000017323,174533.578399999969406,0
"3799","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-09,SL - Street Lighting,Outside 31,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531517.309299999964423,174528.094899999996414,0
"3800","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-10,SL - Street Lighting,Opposite skeaspeare rd,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531531.460399999981746,174506.160800000012387,0
"3801","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-11,SL - Street Lighting,Outside 39,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531559.408700000029057,174502.888299999991432,0
"3802","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-12,SL - Street Lighting,Outside 40,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531570.552600000053644,174481.307999999989988,0
"3803","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-13,SL - Street Lighting,Outside 46,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531591.071600000024773,174468.925799999997253,0
"3804","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-14,SL - Street Lighting,Outside 52,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531616.631900000036694,174456.809000000008382,0
"3805","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-15,SL - Street Lighting,Outside ph,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531645.287800000049174,174453.978800000011688,0
"3806","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-16,SL - Street Lighting,Opposite regent road,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531662.622800000011921,174432.398400000005495,0
"3807","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-17,SL - Street Lighting,Outside meath hse,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531691.986200000043027,174433.105999999999767,0
"3808","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-18,SL - Street Lighting,Opposite meat hse,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531708.879100000020117,174414.178999999974621,0
"3809","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-19,SL - Street Lighting,Opposite meat hse,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531744.875800000037998,174407.810999999986961,0
"3810","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-20,SL - Street Lighting,Outside surgery,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531768.578800000017509,174396.843900000007125,0
"3811","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-22,SL - Street Lighting,Opposite hurst st,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531801.656799999997020,174368.188099999999395,0
"3812","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-23,SL - Street Lighting,Opposite 109,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531827.369900000048801,174355.225999999995111,0
"3813","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-24,SL - Street Lighting,Opposite rymer st,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531843.542800000053830,174347.317199999990407,0
"3814","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-25,SL - Street Lighting,Opposite 121,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531868.779600000008941,174335.143199999991339,0
"3815","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-26,SL - Street Lighting,Opposite ph,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531894.638400000054389,174320.836400000000140,0
"3816","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-27,SL - Street Lighting,Opposite 135,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531913.743699999991804,174315.060399999987567,0
"3817","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-28,SL - Street Lighting,Opposite 143,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531934.448500000056811,174307.773699999990640,0
"3818","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-29,SL - Street Lighting,Outside 151,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",531962.351099999970756,174316.748800000001211,0
"3819","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-31,SL - Street Lighting,Adjacent/near,1 - Good,(ST1) Standard Tubular Steel,"10",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"2",531992.725199999986216,174306.062299999990501,0
"3820","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB01,SB - Belisha Beacon,Opposite 1,2 - Fair,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531382.502499999944121,174624.387799999996787,0
"3821","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB02,SB - Belisha Beacon,Outside 1,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531386.037800000049174,174637.003800000005867,0
"3822","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB03,SB - Belisha Beacon,Outside 37,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531549.738400000031106,174508.604900000005728,0
"3823","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB04,SB - Belisha Beacon,Outside 34,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531547.284300000057556,174497.635899999964749,0
"3824","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB07,SB - Belisha Beacon,Adjacent/near,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531991.837799999979325,174290.893299999996088,0
"3825","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB08,SB - Belisha Beacon,Adjacent/near,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531993.836099999956787,174294.964000000007218,0
"3826","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB10,SB - Belisha Beacon,Opposite meath house,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531677.822700000018813,174428.023099999991246,0
"3827","21900480",DULWICH ROAD,LB - Lambeth,L1 - Herne Hill,HERNE HILL,C0480-FB9,SB - Belisha Beacon,Outside meath house,1 - Good,(CU1) Belisha Beacon Tubular Steel,"4",CU Phosco,TN - Tubular Standard,S1 - Steel,BB - Belisha Beacon,NULL,BLACK - Unspecified,"1",531683.141100000008009,174436.602999999973690,0
"3828","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-01,SL - Street Lighting,Junction with brixton rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530530.023999999975786,174031.397399999957997,0
"3829","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-02,SL - Street Lighting,Outside 2,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530506.789400000008754,174044.221699999994598,0
"3830","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-03,SL - Street Lighting,Outside 4,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530486.119599999976344,174048.144399999990128,0
"3831","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-04,SL - Street Lighting,Outside 10,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530458.811299999943003,174053.274200000014389,0
"3832","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-05,SL - Street Lighting,Outside 18,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530433.917000000015832,174056.140799999993760,0
"3833","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-06,SL - Street Lighting,Junction with felsberg rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530407.212199999950826,174053.123300000006566,0
"3834","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-07,SL - Street Lighting,Outside 23,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530390.465199999976903,174040.751599999988684,0
"3835","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-08,SL - Street Lighting,Outside 43,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530366.325199999962933,174037.583199999993667,0
"3836","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-09,SL - Street Lighting,Junction with doverfield rd,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530344.750200000009499,174044.523500000010245,0
"3837","21900481",DUMBARTON ROAD,LB - Lambeth,L1 - Brixton Hill,,C0481-10,SL - Street Lighting,Outside 63,1 - Good,(ST1) Standard Tubular Steel,"6",Valmont Stainton,TN - Tubular Standard,S1 - Steel,CS - Standard,NULL,BLACK - Unspecified,"1",530323.476900000008754,174033.207899999979418,0
